,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
2255,2255,1.6512905568892E+18,"It's really sad, this shit applies to everything:. immigration, feminism, retirees, education, health, real estate market, labor market, lgtbi rights, countryside, depopulation, etc.", VIOLENT,, MODERATE, PASSIVE, POLICY,,its really sad this shit apply to everything immigration feminism retiree education health real estate market labor market lgtbi right countryside depopulation etc
2256,2256,1.6284758764835E+18," @girauters the hateful minister of inequality spends the money that the eu pays to Spain on her persecution of men, her stupid wrong laws, support for the so-called lgtbi, recreational trips abroad, abuse of officials in the service of your home, etc.", VIOLENT,, MODERATE, EXECUTOR, POLICY,,   the hateful minister of inequality spend the money that the eu pay to spain on her persecution of man her stupid wrong law support for the socalled lgtbi recreational trip abroad abuse of official in the service of your home etc
2257,2257,1.6056158839336E+18, and the Spanish machos already have an lgtbi player https://twitter.com/elchiringuitotv/estatus/1605614706110128128, NONVIOLENT,,,,,,  and the spanish machos already have an lgtbi player
2258,2258,1.6201033408761E+18," @bandadalibertad is it better to be a feminazi than a Nazi? You are going very badly where you are going, honestly taking something to the extreme is bad wherever you look at it. If they have an unrealistic account, what else will it matter? Is that something that keeps you up at night? racist where? sexist? ðŸ˜‚ just because she doesn't add lgtbi things doesn't mean she's homophobic", NONVIOLENT,,,,,,   be it well to be a feminazi than a nazi you be go very badly where you be going honestly take something to the extreme be bad wherever you look at it if they have an unrealistic account what else will it matter be that something that keep you up at night racist where sexist ðÿ just because she do not add lgtbi thing do not mean she s homophobic
2259,2259,1.5946611833485E+18,"Where are those who support #lgtbi and @sefutbol at the same time when it turns out that in the end they will not wear bracelets hahaha what hypocrisy, my goodness!", NONVIOLENT,,,,,,where be those who support   and   at the same time when it turn out that in the end they will not wear bracelet hahaha what hypocrisy my goodness
2260,2260,1.2348343739811E+18," @laSextaTV @cayetanaAT does not criticize, rubbish....he says that you lie....as is", VIOLENT,, MODERATE, EXECUTOR, OTHER,,    do not criticize rubbishhe say that you lieas be
2261,2261,1.5964480241042E+18, 30 boys put up a Spanish flag in class for the World Cup with permission from the tutor. A Catalan teacher complains and the La Salle de Palma school expels them. Would the same have happened with an LGBTI flag? The Armengol socialist promotes hatred of everything Spanish in the Balearic Islands., VIOLENT,, MODERATE, EXECUTOR, POLICY,,   boy put up a spanish flag in class for the world cup with permission from the tutor a catalan teacher complain and the la salle de palma school expel they would the same have happen with an lgbti flag the armengol socialist promote hatred of everything spanish in the balearic island
2262,2262,1.6258868550225E+18, @pabloechenique another law that will have to change in months. against all lgtbi, VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   another law that will have to change in month against all lgtbi
2263,2263,1.6071246989446E+18, @salmebe @asierds poor lgtbi everyone who passed hit him, VIOLENT,, SERIOUS, EXECUTOR, HOMOPHOB,,    poor lgtbi everyone who passed hit he
2264,2264,1.5999069567344E+18, Spending all day with the noise about what is trans and what is lgtbi in the end achieves the opposite effect:. that people who do not reject a gay end up hating everyone for identifying him with the multicolored flag and the rainbow lobbies., NONVIOLENT,,,,,,  spend all day with the noise about what be tran and what be lgtbi in the end achieve the opposite effect that people who do not reject a gay end up hate everyone for identify he with the multicolore flag and the rainbow lobby
2265,2265,1.6411878593894E+18,"There is nothing creepier than a theologian or nun dressed as a 90's Swiss bun (short hair, belt shorts and strong breath) saying that the church must modify the catechism and doctrine to be LGBT+ friendly. If you don't like your club, leave! ðŸ¤¡", NONVIOLENT,,,,,,there be nothing creepy than a theologian or nun dress as a s swiss bun short hair belt short and strong breath say that the church must modify the catechism and doctrine to be lgbt friendly if you do not like your club leave ðÿ
2266,2266,1.6095567656575E+18," no to lgtbi lobbying and activism. They have mocked those of us who denounce indoctrination by saying that there is no such thing as indoctrination. ""homosexualizing ray"", but the truth is that there is an enormous campaign to recruit, influence and impose. https://twitter.com/bertrandmyd/status/1609529833943404545", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  no to lgtbi lobbying and activism they have mock those of we who denounce indoctrination by say that there be no such thing as indoctrination homosexualizing ray but the truth be that there be an enormous campaign to recruit influence and impose
2267,2267,1.655469731372E+18," @mariafdz07 hahaha what are you inventing, María. Stop looking for imaginary fights where there are none. What then will become of us lgtbi feminist women? Your condescension is great. say the children of the alphabet, pf. ridiculous.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   hahaha what be you invent maría stop look for imaginary fight where there be none what then will become of we lgtbi feminist woman your condescension be great say the child of the alphabet pf ridiculous
2268,2268,1.6298136054146E+18,"It is important to remember that one of the Putin regime's recurring justifications for the invasion is the alleged presence of the ""LGBT lobby"" in Ukraine. People like Belarra or Montero are endangering the physical safety of thousands of gays, lesbians and transgender people. https://twitter.com/ionebelarra/status/1629088660250558464", VIOLENT,, MODERATE, EXECUTOR, POLICY,,it be important to remember that one of the putin regime recur justification for the invasion be the allege presence of the lgbt lobby in ukraine people like belarra or montero be endanger the physical safety of thousand of gay lesbian and transgender people
2269,2269,1.6230478560083E+18," @dedalushoreseman @patarevalo and the progressives? They use the state to impose their ""perceptions"" e.g. laws for LGBTI people", NONVIOLENT,,,,,,    and the progressive they use the state to impose their perception eg law for lgbti people
2270,2270,1.6067100685858E+18, @irenemontero strong mindcatada! At home I cook and set the table myself and I am not LGBTI., VIOLENT,, MODERATE, EXECUTOR, OTHER,,   strong mindcatada at home I cook and set the table myself and I be not lgbti
2271,2271,1.5936639056578E+18," @lafauriecabal and his father is already in government, it hurts that his advisor is proud of the lgtbi community but refuses to come out of the closet", NONVIOLENT,,,,,,   and his father be already in government it hurt that his advisor be proud of the lgtbi community but refuse to come out of the closet
2272,2272,1.2351126926936E+18," @laSextaTV You are SECTARIES, you only inform what is convenient for you https://t.co/67s0U603ui", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   you be sectary you only inform what be convenient for you
2273,2273,1.5946226382989E+18,"The Qatar World Cup produces an intimate rejection in me. paid for by a regime that attacks women's rights, lgtbi. tickets from 140 to 980 euros. hotels, from 200 and up. fake fans. a world cup made with its back to the fans. a world cup for the rich.", NONVIOLENT,,,,,,the qatar world cup produce an intimate rejection in I pay for by a regime that attack women right lgtbi ticket from   to   euro hotel from   and up fake fan a world cup make with its back to the fan a world cup for the rich
2274,2274,1.617089912033E+18, @manhattan_2 in addition to hdlgp were lgtbi activists. human garbage., VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,   in addition to hdlgp be lgtbi activist human garbage
2275,2275,1.5986202480513E+18," They want to export the lgtbi+#$ scum, contaminating everything. Thank goodness there are still brave countries and people", VIOLENT,, MODERATE, EXECUTOR, HOMOPHOB,,  they want to export the lgtbi scum contaminate everything thank goodness there be still brave country and people
2276,2276,1.5922149144497E+18," @lugonzalezgo about misogyny and lgtbiphobia I only ask for a little bit of the ""equality"" that you are looking for as a feminist. Or only women and LGBTI people can hate and feel like victims? ah! Because men shouldn't cry, right? Please, more respect for men, we are your equals, not animals.", NONVIOLENT,,,,,,   about misogyny and lgtbiphobia I only ask for a little bit of the equality that you be look for as a feminist or only woman and lgbti people can hate and feel like victim ah because man should not cry right please more respect for man we be your equal not animal
2277,2277,1.6150124062912E+18,"When if he wanted to erase the black skin that is within the game and the LGBT fan stories he would have done it. final fantasy xvi with the theme of sex and gore violence are taking a huge step in the franchise, the strongest steps they can and should take naturally,", NONVIOLENT,,,,,,when if he want to erase the black skin that be within the game and the lgbt fan story he would have do it final fantasy xvi with the theme of sex and gore violence be take a huge step in the franchise the strong step they can and should take naturally
2278,2278,1.6129547184976E+18," @amnesicmeow @naeloteh not even for the frivolous, without the slightest empathy for the lgtbi collective that suffers atrocities in those places, so less whining", NONVIOLENT,,,,,,    not even for the frivolous without the slight empathy for the lgtbi collective that suffer atrocity in those place so less whine
